3:48 PM - 12 Dec 2015|Can't wait buy ticket new Deadpool trailer get free Star Wars movie afterwards|24|40
9:12 AM - 8 Dec 2015|Canada government lost broke got took 250 million worth stuff last year http bit ly 1PVkOVv pic twitter com ECawbykuzt|30|15
1:49 PM - 7 Dec 2015|Emortal982 really knows capture Deathclaw's flattering angle http bit ly 1OQhfN1 pic twitter com IJ4ZBdpjGV|603|1.8K
3:00 PM - 7 Dec 2015|Deadpool wants exclusive Sign #DeadpoolCore show much care http www deadpoolcore com pic twitter com QCIXTckf6W|1.9K|3.6K
12:12 PM - 7 Dec 2015|Naslund Morrison Bertuzzi address media ahead honoured tonight WATCH http ow ly VADgz pic twitter com AacbNHlW65|81|158
11:09 AM - 6 Dec 2015|PlayStation VR games away ready prime time http bit ly 1TPmLRR pic twitter com NSrQezcAHf|16|12
9:00 AM - 5 Dec 2015|Watch Canadian climate change deniers http bit ly 1QYRwp1|12|12
7:05 AM - 5 Dec 2015|Scott Weiland STP Me http thebea st 1QmmOVa #RIP pic twitter com ua6JsPWDHW|12|30
7:31 AM - 5 Dec 2015|Bill Nye abortion opponents 'You literally don't know you're talking about' http read bi 1QCZlwN via techinsider|1.6K|2.6K
6:31 AM - 4 Dec 2015|Comic Con experience Brazil begun supposedly means we're getting new trailer soon pic twitter com W8m2PglKT6|14|23
11:38 AM - 3 Dec 2015|It's THURSDAY Also known Free Arcade Day Come rainy day pint play arcade Happy 'Almost Friday' pic twitter com BELUoyMSKf|2|2
9:14 AM - 1 Dec 2015|When people ask 2016 super hero movie going best need show pic twitter com SwvQAQVSUf|51|51
7:08 AM - 30 Nov 2015|Pictured Me vs alarm clock morning #HappyMonday pic twitter com cbKywL89Hf|16|23
9:47 AM - 29 Nov 2015|This show going LEGENDARY STOCKHOLM SWEDEN Monday Night pic twitter com Rx2YncOFht|25|65
4:00 PM - 28 Nov 2015|The #BlackFriday @Konectidy deal continues 20 bracelet sold supports research http ocearchbracelet com pic twitter com JAo6qWxLMN|17|27
3:43 PM - 28 Nov 2015|I liked Civil War trailer better Deadpool trailer pic twitter com DToGN9ZtYr|31|54
9:38 AM - 29 Nov 2015|There's one man red I want coming chimney year pic twitter com VC6Wlj8Sbr|83|79
4:45 PM - 27 Nov 2015|5 cheap bars Granville visit day shopping http ow ly VabFx #Vancouver pic twitter com Mlyy5gBxZT|1|1
6:44 PM - 26 Nov 2015|Spotted wild We're getting closer pic twitter com vhsV8mdXkM|34|53
6:09 PM - 26 Nov 2015|Top story Subway stops prepared along #Vancouver's Broadway corridor http bit ly 1HnQcsG #transit pic twitter com Zjzm7oOb5R|4|3
7:59 AM - 26 Nov 2015|Finishing #Thanksgiving meal Warm wishes #happythanksgiving crew @Space_Station #YearInSpace pic twitter com nYCrlIhaX7|2.5K|6.9K
10:47 AM - 25 Nov 2015|Yes Civil War trailer came yesterday I know you're REALLY looking forward pic twitter com BjPLDdYQGh|44|48
4:26 PM - 16 Nov 2015|TY @DCComics #Batman TMNT #1 Bulletproof Exclusive Store Variant Dell 'Otto Pre-order@ http www Bulletproofcomix com pic twitter com LphmGKK4dp|160|369
6:16 AM - 25 Nov 2015|Mohammed Rasool behind bars 90 days today He's still yet given trial date #FreeRasool pic twitter com sbYgweSvmQ|196|97
10:34 AM - 24 Nov 2015|Today #DailyVICE We discuss Islamic State Defence Minister @HarjitSajjan http bit ly 1lg0NeS https amp twimg com v e2b017b6-9b1e-410c-85cf-d13167e4aa3e|37|37
2:43 PM - 24 Nov 2015|Here current Fallout collection I figured finally large enough show @Fallout @BethesdaStudios pic twitter com zfK18hxfcR|304|1.4K
10:46 AM - 24 Nov 2015|Calgary couple finds way thank rescuers Tofino whale boating tragedy http ow ly V23U4 #yyc pic twitter com tEMWRzKlV0|7|13
2:20 PM - 23 Nov 2015|That's important sense pic twitter com p1cExw4aUz|12|16
10:53 AM - 24 Nov 2015|#RainbowSix Siege ONE WEEK Who excited Reserve copy http bit ly PreOrderRainbowSixSiege @Rainbow6Game pic twitter com 4d1sfVTq5y|11|14
8:09 AM - 23 Nov 2015|Waxing nostalgic artist Hoang Tran http blog instagram com post 133799727067 151123-mumblestohimself pic twitter com vzx6KsliA4|669|3K
7:43 AM - 23 Nov 2015|Just give five minutes #HappyMonday pic twitter com 2eksCnJ2WA|15|33
7:16 AM - 23 Nov 2015|#GoodMorning sunshine Looking little pink today #YearInSpace pic twitter com lNHS8yju7h|1.9K|4.8K
9:01 PM - 22 Nov 2015|No single men allowed Canada's Syrian refugee plan CBC #cdnpoli http ow ly UX3Jb pic twitter com K2xI0uAbkT|57|33
5:40 AM - 22 Nov 2015|OMG RT @NerdApproved Oreo Churros could grocery store RIGHT THIS SECOND http ow ly UTsME pic twitter com xWE9p4VRHM|216|403
10:45 AM - 21 Nov 2015|See TONIGHT 7PM @CabaretTorlage #Burlesque @Penthouse1947 #NewYork meets #Vegas Vancouver pic twitter com rehK5Vn4II|5|1
4:08 PM - 18 Nov 2015|Menu released Come join us next week @CRAFTbeeryvr brewmasters dinner pic twitter com ipOetGZPW8|7|7
9:34 AM - 19 Nov 2015|Fallen trees power lines trap residents six Chilliwack homes supplies http bit ly 1MW7flQ pic twitter com DxkFTDiAPa|5|1
5:40 AM - 19 Nov 2015|Whoa RT @NerdApproved Giant Christmas Light TIE Fighter Surprise Attack http ow ly UO52a #StarWars pic twitter com 71iT2fRvxp|104|230
5:48 PM - 18 Nov 2015|#Deadpool cordially invites sit In theater The Merc standee arrives theaters Thanksgiving pic twitter com rURac3yrwO|312|329
6:56 AM - 19 Nov 2015|Looks like #sunrise came enthusiasm #GoodMorning #USA @space_station #YearInSpace pic twitter com 5x8tfv60Cq|4.6K|8.6K
5:15 PM - 18 Nov 2015|GTA 5 Mods - INCREDIBLE HULK MOD HULK VS MILITARY BASE GTA 5 PC Mods http youtu 9vy13Hq1KG4|38|77
12:35 PM - 18 Nov 2015|Homes still without power wind gusts blast Metro Vancouver http ow ly UOH7H pic twitter com xclL3zEegg|4|0
11:51 AM - 18 Nov 2015|Win @RobertMondaviPS ugly sweater gift pack via @VancityBuzz http ow ly UJKqP RT enter #realugly|61|5
11:33 AM - 18 Nov 2015|See @jeffoneilshow #GingerbreadStout launch @CentralCityBrew pub Beatty st 4-6 - @MeredithGeddes pic twitter com SRex7sdWM7|4|2
12:00 PM - 18 Nov 2015|Fallout 4's 1-888-4-VAULT-TEC real number here's happens call http www polygon com 2015 11 18 9757114 fallout-4-vault-tec-phone-call utm_campaign polygon utm_content chorus utm_medium social utm_source twitter pic twitter com b6VcIdvCu3|63|98
12:06 PM - 18 Nov 2015|@IGN @sonic_hedgehog @NintendoAmerica This greatest thing that's ever happened Twitter feed pic twitter com a392QG27mh|128|430
11:33 AM - 16 Nov 2015|Danny Boyle fears we'll crucify kill doesn't get Trainspotting 2 right http go ign com wB4UeAF pic twitter com yqAQ9w5PjX|115|159
11:45 AM - 16 Nov 2015|Water-main bursts leaves behind sinkhole #PortCoquitlam on-ramp VIDEO http ow ly UIREJ pic twitter com etPfRvyYAf|2|1
8:01 AM - 16 Nov 2015|#StarWarsBattlefront lands TONIGHT 9pm select BC Best Buy stores http ow ly UI5DJ pic twitter com GSdnDhGDbx|2|6
4:02 AM - 16 Nov 2015|We love #Fallout4 Garage fan art Stephen Skyes - check creation http www twitch tv mirrors555 v 24929173 pic twitter com y6ljwdXvpn|602|2.4K
5:59 AM - 16 Nov 2015|I know it's worst day week I'll help get ready #HappyMonday pic twitter com cfoDyd8T6i|97|121
7:10 AM - 15 Nov 2015|13 years first SARS outbreak scientists created new 'hybrid version' virus lab http motherboard vice com read ethical-questions-arise-after-scientists-brew-super-powerful-sars-20-virus|42|12
