9:08 AM - 20 Jun 2015|#PlaysInADay Come show some support #GPCPlaysInADay #tonight #atlanta https instagram com p 4KDk5zHC5H 
7:07 PM - 29 Apr 2015|Putting my selfie stick to good use with my fellow Office of Health Promotion Volunteers Love https instagram com p 2FOzWSHC3S 
3:28 PM - 27 Apr 2015|Visit http Newsgurl50 myitworks com to buy now pic twitter com ksTJdlXx6Y 
2:50 PM - 23 Apr 2015|Write In Tatiana Cadet for SA President http ow ly i aoySi 
12:10 PM - 23 Apr 2015|http ow ly i aoyPf Write-In Tatiana Cadet for SA President 
11:02 AM - 23 Apr 2015|Have you voted for Write-In Tatiana Cadet yet Todays the last day #ReclaimYourVote 
10:18 AM - 22 Apr 2015|Donating blood today @ Schine Student Center https instagram com p 1yQmfcnCxs 
5:58 PM - 21 Apr 2015|VIN MANJE Don't miss out Haitian Food ON DECK @su_hasa got the good food https instagram com p 1wgjvZnC93 
5:48 PM - 21 Apr 2015|Really blessed to be involved with such a dynamic group of individuals #e5m https instagram com p 1wfaRDHC8C 
9:10 PM - 18 Apr 2015|When you think you should go out bc you're graduating in 2 weeks but the bed is too cozy pic twitter com iokROhkMZS 
4:02 PM - 17 Apr 2015|Currently en route Show starts at 7 30 Don't miss it @kalabashment su_csa https instagram com p 1mAAlAxLsE 
1:21 AM - 17 Apr 2015|8 Afrofuturist Visual Artists You Need To Follow Right Now http bit ly 1Iha10j #afrofuturist pic twitter com Rp6hghKCg4 
9:47 PM - 16 Apr 2015|Thank you to everyone who truly believed in me 3 
9:18 PM - 16 Apr 2015|Gotta give the biggest birthday shoutout to one of the TRUEST MVPs of the Cadet Campaign Happy https instagram com p 1j_dxqRLs6 
7:02 PM - 16 Apr 2015|Big Shoutout to the #CadetCampaign and everyone who helped make this possible #TatiFati4SA pic twitter com 95kLQtcv52 
7:00 PM - 16 Apr 2015|#crossesfingers We'll see what happens #TatiFati4SA https instagram com p 1jvqsNxLmI 
6:58 PM - 16 Apr 2015|Click the link GO TO MYSlice #VOTENOW #reclaimyourvote #writeincandidate #tatianacadet https instagram com p 1jva-mRLly 
6:54 PM - 16 Apr 2015|5 minutes and counting #TatiFati4SA https instagram com p 1ju_KoxLlA 
6:53 PM - 16 Apr 2015|#TatiFati4SA hopes you voted #writeincandidate #tatianacadetforsapresident https instagram com p 1juxzaxLku 
6:50 PM - 16 Apr 2015|Get your last minute votes in There's 10 min left #reclaimyourvote #writeincandidate #tatianacadet https instagram com p 1jugI-RLka 
6:45 PM - 16 Apr 2015|#Repost for a chance to win a prize #TatiFati4SA #hurry #beforeitstoolate #TatiFati4SA https instagram com p 1jt3wMxLjg 
6:37 PM - 16 Apr 2015|IF YOU'RE READING THIS ITS NOT TOO LATE TO VOTE FOR SA ELECTIONS Write In Tatiana Cadet Fatima Bangura #ReclaimYourVote 
6:36 PM - 16 Apr 2015|Friends don't let friends forget to vote for SA elections Write-In Tatiana Cadet for SA President before its too late 
6:34 PM - 16 Apr 2015|Have you voted already Make sure you #RelcaimYourVote before 10pm Write In Tatiana Cadet For SA 
6:28 PM - 16 Apr 2015|Hey @alexalucina Have you voted already 
6:25 PM - 16 Apr 2015|Less than an hour before the polls close #RECLAIMYOURVOTE Write-In Tatiana Cadet for SA President on MySlice before its too late 
4:35 PM - 16 Apr 2015|SA Elections Ends today Log into MySlice Write-In Tatiana Cadet for President Vote for a candidate that truly cares about student issues 
